Amount,Payer,Payer country,Beneficiary,Beneficiary country,Date,Purpose,,,
59007,HILUX SERVICES LP,GB,VOZRAST GROUP EUROPE S.R.L,IT,21/07/2014,1407215035412829 PAYMENT TO THE INVOICE N.477 DD.21. 07. 2014,,,
59000,LCM ALLIANCE LLP,GB,JSC MAGNITOGORSK IRON AND,RU,28/02/2013,"1302285026061861 CONTRACT NO B203003, INVOICE NO 1 D D 2 0.11.2012",,,
59000,LCM ALLIANCE LLP,GB,KG COMMERCE LLP,GB,23/04/2013,1304235076559979 OWN PAYMENT,,,
59000,METASTAR INVEST LLP,GB,BUSINESS+LEISURE TRAVEL ADVISORS,AU,06/05/2013,1305065025196384 AZER GASIMOV INV 0001 0418 DD 1 14 14 D EPOSIT FOR EDUCATI ONAL FIELD TRIP TO UNITED STATES,,,
58977,METASTAR INVEST LLP,GB,OOO TORGOVAYA KOMPANIYA ART,RU,04/02/2013,1302045022613768 CONTRACT N 1001/13 DD 10.01.2013 SHOT 3 DD 22.01.2013 ZA KLEY TARSA,,,
58968,HILUX SERVICES LP,GB,SERANIT GRANIT SERAMIK SANAYI,TR,27/06/2014,1406275024800081 PAYMENT TO THE INVOICE N.455 DD 27. 05. 2014,,,
58940,TOO ASPI,KZ,LCM ALLIANCE LLP,GB,28/02/2013,1302285106187129 /RFB/SWF OF 13/02/28PAYMENT FOR GOO DS UNDER CONTRACT NO29A DD 29.01.13,,,
58932,LCM ALLIANCE LLP,GB,ZAFAR GULIYEV,TR,19/03/2013,1303185027169435 AGREEMENT.NO 3411-2013 DD 13.02.201 3,,,
58912,HILUX SERVICES LP,GB,RUCKER GMBH,DE,13/08/2014,1408135035958198 PAYMENT TO THE INVOICE N.SAP 20079289 D D.13.08.2014 FOR FOOD.,,,
58880,SKN ELECTRICAL SERVICES LIMITED,GB,METASTAR INVEST LLP,GB,04/10/2012,1210045102013965 10053 AND 10067,,,
58872,LCM ALLIANCE LLP,GB,EFFEPI GIOIELLI SRL,IT,05/03/2013,1303055036788588 INVOICE NO 2512 DD 13.02.2013,,,
58766,POLUX MANAGEMENT LP,GB,"SHANDONG WANDA BOTO TYRE CO.,LTD",CN,19/08/2013,1308195021461514 PAYMENT TO THE CONTRACT N 0399 DD.2 1.0 6.2013 FOR SPARE PARTS.,,,
58729,GEORGIA MEDIA EXCHANGE' LLC,GE,METASTAR INVEST LLP,GB,02/05/2014,1405015107973295 INVOICE NO: 140429 DATE: 29 APRIL 2 014,,,
58700,METASTAR INVEST LLP,GB,REDPARK SALES CORP,CA,02/05/2014,1405025074425287 DOGOVOR ZAYMA,,,
58645,HILUX SERVICES LP,GB,GS GLOBAL CORP.,US,24/11/2014,1411245026041211 PAYMENT TO THE CONTRACT N 12/7 DD 01.12 .2013 INVOICE N.GSG-PC-0614 DD.24.11.2014,,,
58600,LCM ALLIANCE LLP,GB,OVERTON SALES LLP,GB,14/03/2013,1303145072577114 INVOICE.No 6018 DD 01.08.2012,,,
58593,HILUX SERVICES LP,GB,GROHE AG,DE,08/07/2014,1407085032552820 PAYMENT TO THE INVOICE N.545 DD.08.07.2 014,,,
58500,MODEIT LTD,GB,METASTAR INVEST LLP,GB,25/07/2013,1307255103233536 SEE DESCRIPTION CONTRACT NO 01/02-2013 D.D 11.02.20 13 AND INVOICE NO 13/13,,,
58457,HILUX SERVICES LP,GB,S.C. S.N.L. S.R.L.,RO,25/06/2013,1306255031524182 PAYMENT TO THE CONTRACT N 03 DD 31. 05. 2013 FOR PIPES.,,,
58412,HILUX SERVICES LP,GB,GS GLOBAL CORP.,US,09/12/2014,1412095022618796 PAYMENT TO THE CONTRACT N 12/7 DD 0 1.1 2.2013 INVOICE N.GSG-PC-0714 DD. 09.12.2014 FOR EQUIPMEN T,,,
58407,MUROVA SYSTEMS LLP,GB,METASTAR INVEST LLP,GB,11/10/2012,1210115023747138 CONTRACT 02 DD 18.07.2012,,,
58400,LCM ALLIANCE LLP,GB,INFOCREST LLP,GB,19/03/2013,1303195076713029 INVOICE.No 0125 DD 12.02.2013,,,
58342,HILUX SERVICES LP,GB,MKT PRODUCTION COMMERCIAL LTD,AZ,14/03/2014,"1403145020208608 PAYMENT TO THE CONTRACT N 035/13 DD .29 .10.2013 INVOICE N 4-035-13 DD.2 1.02.2014,INVOICE N.3-0 35-13 DD.05. 02.2014",,,
58300,HILUX SERVICES LP,GB,MEISTER INC.,KR,03/07/2013,1307035027549286 PAYMENT TO THE CONTRACT N 77 DD.11.06.2 013 FOR EQUIPMENT.,,,
58280,METASTAR INVEST LLP,GB,ARGON KIMYA SANAYI VE TICARET,TR,18/06/2013,1306185021875545 INVOICE 02-01 DD 21.03.2013,,,
58237,POLUX MANAGEMENT LP,GB,LLC UKRDOORS,UA,05/07/2013,1307055025353400 PAYMENT TO THE INVOICE N 5 DD 20.06 .20 13 FOR DOORS.,,,
58232,METASTAR INVEST LLP,GB,MUROVA SYSTEMS LLP,GB,07/11/2012,INVOICE 04 DD 17.07.2012,,,
58227,HILUX SERVICES LP,GB,FOSHAN SANSHUI RONGDA NEW TYPE DECO,CN,18/06/2013,1306185024111873 PAYMENT TO THE CONTRACT N 4302 DD.13.06 .2013 FOR EQUIPMENT.,,,
58120,HILUX SERVICES LP,GB,"ZHONGSHAN ZHENGDE COMMERCIAL CO.,LT",CN,11/07/2013,1307115026256375 PAYMENT TO THE CONTRACT N 33-13 DD. 01. 07.2013 FOR CONSTRUCTION MATERIA LS.,,,
58068,HILUX SERVICES LP,GB,BRAUN MELSUNGEN AG,DE,30/09/2014,"1409305030942501 PAYMENT TO THE CONTRACT N.5 DD.09.11.20 13 INVOICE N.5308014437,5308014438,5308014439,5308014440 DD.14.08.2014",,,
58037,METASTAR INVEST LLP,GB,FRATELLI PETTINAROLI S.P.A.,IT,14/02/2013,1302145036412228 INVOICE OE 114-116 DATE 03.12.2012 FOR RADIATOR VALVES AND ACCESSORIES,,,
58000,LCM ALLIANCE LLP,GB,ROKHARD INVEST CORPORATION,UNKNOWN,06/06/2013,1306065024486532 INVOICE.NO 02012 DD 05.06.2013,,,
57950,HILUX SERVICES LP,GB,OZYER A.S.,TR,31/07/2013,1307315021020422 PAYMENT TO THE CONTRACT N 221 DD.11 .06 .2013 FOR EQUIPMENT.,,,
57810,LCM ALLIANCE LLP,GB,"HUA ZUN CHEMICAL CO., LIMITED",HK,22/03/2013,1303225028318097 INVOICE NO HZ/CQ 011 DD 30.01.2013,,,
57797,TOO ARMAS GROUP,KZ,LCM ALLIANCE LLP,GB,20/12/2012,1212205104734089 /RFB/SWF OF 12/12/20PAYMENT FOR GOO DS UNDER CONTRACTNO.10/10-12 DD 10 OCTOBER 2012,,,
57795,HILUX SERVICES LP,GB,TOMEX A/S P.O.,DK,03/07/2013,1307035035794270 PAYMENT TO THE INVOICE 149776 DD.01.07. 2013 FOR EQUIPMENT.,,,
57794,HILUX SERVICES LP,GB,OOO GREIN-EXCPORT,UA,12/11/2014,1411125026365282 PAYMENT TO THE CONTRACT N.008 -14 DD.10 .10.2014 INVOICE N.12 DD.12.11.2014 FOR FOOD,,,
57775,HILUX SERVICES LP,GB,SIRONA DENTAL SYSTEMS GMBH,DE,14/01/2014,1401145038177460 PAYMENT TO THE INVOICE N. 4512 DD.08.01 .2014,,,
57758,METASTAR INVEST LLP,GB,LONGVALE ORGANIZATION CORP,PA,21/01/2013,INVOICE 20 DD 19.06.2012,,,
57726,VOSTOK MEDIA EXCHANGE LTD,MT,METASTAR INVEST LLP,GB,05/07/2013,1307055105750720 INVOICE 130703 DD 03.07.2013,,,
57668,METASTAR INVEST LLP,GB,PETKIM PETROKIMYA HOLDING A.S.,TR,16/05/2013,1305165024933245 INVOICE 152-1 DD 15.05.2013,,,
57610,HILUX SERVICES LP,GB,"YOTO IMPORT AND EXPORT CO.,LTD",CN,09/07/2014,1407095025470206 PAYMENT TO THE CONTRACT N 381 DD.01 .11 .2013 FOR EQUIPMENT.,,,
57582,HILUX SERVICES LP,GB,FS DOLPHIN SANITARY WARE CO LIMITED,HK,14/10/2014,1410145022098898 PAYMENT TO THE CONTRACT N.236 DD.03 .12 .2013,,,
57399,NAI NORTH AMERICAN INDUSTRIAL S.A.,CA,METASTAR INVEST LLP,GB,12/08/2013,"1308125077888037 INV 58/023 DD 02.08.2013, FOR EQUIPMENT",,,
57295,AZARBAYCAN METANOL KOMPANI MMC,AZ,LCM ALLIANCE LLP,GB,06/04/2013,1304055104423100 OCT4130940017 PAYM FOR THE 6KV OUTGOING TRANSFORM ER MS-1-1 SWG IN ACC WITH THE CONT N A-166 DD 06.02.2013,,,
57207,POLUX MANAGEMENT LP,GB,VEKA KIMYA VE PETROL CO LTD,TR,04/10/2013,1310045024351973 PAYMENT TO THE CONTRACT N 7 DD.17.0 9.2 013 FOR GOODS.,,,
57202,METASTAR INVEST LLP,GB,MATTHIAS GARSKE NUTZFAHRZEUGE,DE,31/07/2012,1207315027350502 INVOICE 654 DD 30.07.2012,,,
57156,METASTAR INVEST LLP,GB,BONINVEST LLP,GB,24/09/2012,1209245025327800 invoice 12 dd 09.08.2012,,,
57150,METASTAR INVEST LLP,GB,NALTINDRA LTD,CY,21/12/2012,1212215021592571 contrakt n-18 28.09.2012 financial aid,,,
57120,LCM ALLIANCE LLP,GB,FAS ANTWERP PORT,UNKNOWN,05/04/2013,1304055033676560 PROFORMA INVOICE DD 29.03.2013 FOR KOMA TSU PW200-7K DD,,,
57000,LCM ALLIANCE LLP,GB,BONINVEST LLP,GB,25/09/2012,1209255026670748 INVOICE.No 69 DD 17.09.2012,,,
57000,HILUX SERVICES LP,GB,GTC GROUP LIMITED,UNKNOWN,25/07/2014,1407255022990521 PAYMENT TO THE INVOICE N.14 DD.02.0 4.2 014,,,
56978,SCHLUETER + MAACK,DE,METASTAR INVEST LLP,GB,03/07/2013,"1307035106675114 REF. K 124 18.11.11 ON BEHALF OF BAK FE M /FEE/USD22,5",,,
56868,HILUX SERVICES LP,GB,FOSHAN PROGRES BUILDING MATERIAL CO,CN,09/07/2014,1407095025370014 PAYMENT TO THE CONTRACT N 9876 DD.0 3.1 0.2013 FOR CONSTRUCTION.,,,
56860,METASTAR INVEST LLP,GB,BEHRUZ VATANDOST.,TR,24/04/2013,1304245020913661 INVOICE 5201 DD 02.03.2013,,,
56815,SKN ELECTRICAL SERVICES LIMITED,GB,METASTAR INVEST LLP,GB,03/06/2013,1306035104227206 INV 10905,,,
56771,HILUX SERVICES LP,GB,PJSC ISKRA,UA,15/12/2014,1412155027018159 PAYMENT TO THE CONTRACT N.IE 02/11- 13 DD.01.11.2013,,,
56752,METASTAR INVEST LLP,GB,MOYA ENGINEERING LLP,GB,09/08/2012,1208095021096395 INVOICE 21 DD 01.08.2012,,,
56700,METASTAR INVEST LLP,GB,JETFIELD NETWORKS LIMITED,NZ,24/07/2013,1307245073230970 invoice 12/31/201/01 dd 09.02.2013,,,
56661,HILUX SERVICES LP,GB,PJSC ISKRA,UA,25/07/2014,1407255026952113 PAYMENT TO THE CONTRACT N.IE 02/11- 13 DD.01.11.2013,,,
56630,METASTAR INVEST LLP,GB,MOLONEY TRADE LLP,GB,27/11/2013,1311275075413369 for EQUIPMENT,,,
56630,HILUX SERVICES LP,GB,"GUANGZHOU DONGHENG CO.,LTD",CN,01/04/2014,1404015022188191 PAYMENT TO THE CONTRACT N 299 DD.18 .09 .2013 FOR EQUIPMENT.,,,
56599,METASTAR INVEST LLP,GB,SCHLUTER+MAACK HANDELSGESELLSCHAFT,DE,26/09/2012,1209265020871566 FOR HAMID FROM EUROCLIMA,,,
56577,METASTAR INVEST LLP,GB,ADANA TRADE LLP,GB,29/07/2013,1307295071107404 ZA METAL,,,
56445,HILUX SERVICES LP,GB,PJSC ISKRA,UA,07/08/2014,1408075025978864 PAYMENT TO THE CONTRACT N.IE 02/11- 13 DD.01.11.2013,,,
56407,HILUX SERVICES LP,GB,SELALE DUS YAPI URUN.SAN.TIC.VE PAZ,TR,28/10/2013,1310285021755552 PAYMENT TO THE CONTRACT N 43827 DD. 14. 09.2013 FOR SANITARY WARE.,,,
56380,LCM ALLIANCE LLP,GB,"APEX DYNAMICS.,INC.",US,08/04/2013,1304085027010828 INVOICE NO 45987 DD 28.02.2013 FOR EQUI PMENT,,,
56369,HILUX SERVICES LP,GB,PJSC ISKRA,UA,25/09/2014,1409255026335827 PAYMENT TO THE CONTRACT N.IE 02/11- 13 DD.01.11.2013,,,
56331,HILUX SERVICES LP,GB,RUCKER GMBH,DE,10/07/2014,1407105037801264 PAYMENT TO THE INVOICE N.20075037 DD.10 .07.2014 FOR FOOD.,,,
56313,METASTAR INVEST LLP,GB,MS A.M.MAMAEVA,GB,03/07/2013,1307035022975242 INVOICE 16 DD 20.02.2013,,,
56231,HILUX SERVICES LP,GB,FILIAL OAO GOMELDREV PARKETNIY ZAVO,BY,19/11/2013,1311195021578990 PAYMENT TO THE CONTRACT N 10 DD.21. 08. 2013 FOR PARQUET.,,,
56195,HILUX SERVICES LP,GB,LA PRAIRIE GROUP AG,CH,20/02/2014,1402205027139325 PAYMENT TO THE CONTRACT N 209 DD.13 .12 .2013 FOR TEXTILES.,,,
56090,KG COMMERCE LLP,GB,METASTAR INVEST LLP,GB,10/09/2013,1309105075414303 INVOICE.No 01992 DD 27.08.2013,,,
56085,HILUX SERVICES LP,GB,EDUARD LINTNER,DE,07/07/2014,1407075034466270 PAYMENT TO THE CONTRACT 0018/22 DD 03.0 6.2013 FOR MACHINE,,,
56085,HILUX SERVICES LP,GB,EDUARD LINTNER,DE,31/07/2014,1407315036702375 PAYMENT TO THE CONTRACT 0018/22 DD 03.0 6.2013 FOR SERVICES.,,,
56072,HILUX SERVICES LP,GB,MKT PRODUCTION COMMERCIAL LTD,AZ,24/01/2014,1401245020918953 PAYMENT TO THE CONTRACT N 035/13 DD .29 .10.2013 INVOICE N 1-035-29 DD.0 2.12.2013,,,
56066,METASTAR INVEST LLP,GB,EMERGOMED,NL,12/09/2013,1309125035962683 INVOICE NL100112 DD 28.08.2013,,,
56055,HILUX SERVICES LP,GB,YAZICI INSAAT VE ENDUSTRI,TR,30/12/2013,1312305028043355 PAYMENT TO THE CONTRACT N 004 DD 29 .05 .2013 FOR CONSTRUCTION MATERIALS .,,,
56033,METASTAR INVEST LLP,GB,CARESTREAM HEALTH SA,CH,26/09/2012,1209265022661934 INVOICE 9000773423 DD 20.09.2012 CU STO MER N 394881,,,
56019,INFOCREST LLP,GB,METASTAR INVEST LLP,GB,29/08/2013,1308295076456586 INVOICE No 0321 DD 12.07.13,,,
56000,METASTAR INVEST LLP,GB,LINSTAR SYSTEMS CORP.,US,05/03/2013,1303055071356888 INVOICE 03 DD 21.05.12,,,
56000,LCM ALLIANCE LLP,GB,LOTA SALES LLP,GB,03/04/2013,1304035071859130 INVOICE.No 19978 DD 28.01.2013,,,
56000,POLUX MANAGEMENT LP,GB,RIVARLANE LLP,GB,13/08/2013,1308135072889017 PAYMENT TO THE CONTRACT N 001 DD 06.06. 2013 FOR CONSTRUCTION MATERIALS.,,,
56000,HILUX SERVICES LP,GB,CITYPORT CONTRACTS L.P.,GB,03/02/2014,1402035071456707 CONTRACT N 0042 DD 01.08.2013,,,
56000,HILUX SERVICES LP,GB,CITYPORT CONTRACTS L.P.,GB,18/11/2014,1411185074977755 CONTRACT N 0042 DD 01.08.2013,,,
55967,METASTAR INVEST LLP,GB,INVERNADEROS EL PILAR S.C.L.,ES,05/02/2013,"1302055026228910 FOR EQUIPMENT INVOICE NO 0254, 12.0 4.2 012)",,,
55967,METASTAR INVEST LLP,GB,EDUARD LINTNER,DE,07/02/2013,1302075020582800 CONTRACT N 0018/122 DD 19.01.2012,,,
55875,HILUX SERVICES LP,GB,EDUARD LINTNER,DE,10/06/2014,1406105032428582 PAYMENT TO THE CONTRACT 0018/22 DD 03.0 6.2013 FOR SERVICES.,,,
55857,HILUX SERVICES LP,GB,LORO PIANA,IT,22/01/2014,1401225035219605 PAYMENT TO THE CONTRACT N.35 DD.03. 12. 2013,,,
55787,METASTAR INVEST LLP,GB,PRANDELLI S.P.A.,IT,19/04/2013,1304195033195593 INVOICE EXPIRED DATE 19/04/2013 FOR PIP ES AND FITTINGS,,,
55785,METASTAR INVEST LLP,GB,COMMEXI FZE,AE,09/07/2013,1307095020243933 INVOICEC 5487 DD 12.03.2013 ON BEHA LF IMPROTEX INDUSTRIES,,,
55785,METASTAR INVEST LLP,GB,COMMEXI FZE,AE,20/08/2013,1308205026837020 INVOICEC 5487 DD 12.03.2013 ON BEHA LF IMPROTEX INDUSTRIES,,,
55738,HILUX SERVICES LP,GB,RIVERLANE LLP,GB,11/07/2013,PAYMENT TO THE CONTRACT N 8 DD.14.06.2013,,,
55720,HILUX SERVICES LP,GB,EDUARD LINTNER,DE,05/12/2013,1312055037947549 PAYMENT TO THE CONTRACT 0018/22 DD 03.0 6.2013 FOR SERVICES,,,
55720,HILUX SERVICES LP,GB,EDUARD LINTNER,DE,18/12/2013,1312185036608096 PAYMENT TO THE CONTRACT 0018/22 DD 03.0 6.2013 FOR SERVICES.,,,
55667,METASTAR INVEST LLP,GB,SHENGHUA GROUP DEQING HUAYUAN,CN,18/07/2013,1307185026276195 INVOICE OC132A38G0850,,,
55592,METASTAR INVEST LLP,GB,ORONA S.COOP,ES,19/12/2012,1212195023472247 INVOICE EXP280-12 DD 17/09/2012 FOR EQU IPMENT,,,
55585,HILUX SERVICES LP,GB,EKINOKS ULUSLARARARSI TAS LTD STI,TR,07/03/2014,1403075023796906 PAYMENT TO THE INVOICE 551 DD.06.03 .20 14,,,
55558,HILUX SERVICES LP,GB,GUNSU ENERJI SISTEMLERI VE KONFOR,TR,20/02/2014,1402205024945021 PAYMENT TO THE INVOICE N. 5685 DD. 19.0 2.2014,,,
55503,HILUX SERVICES LP,GB,DAHUA TECHNOLOGY (HK) LIMITED,HK,02/07/2014,1407025024520968 PAYMENT TO THE CONTRACT N 900 DD.01 .10 .2013 FOR EQUIPMENT.,,,
55500,LCM ALLIANCE LLP,GB,GFG EXPORT LLP,GB,15/02/2013,1302155074612982 OWN PAYMENT,,,
55500,HILUX SERVICES LP,GB,"IACS CO., LIMITED",HK,17/06/2014,1406175023399531 PAYMENT TO THE INVOICE N. 6891 DD.1 7.0 6.2014,,,
55423,METASTAR INVEST LLP,GB,WILLROCK UNITED LLP,GB,22/10/2012,INVOICE 046 DD 17.07.2012,,,
55400,METASTAR INVEST LLP,GB,ERREBI SPA,IT,30/10/2012,1210305025082137 INVOICE 000006/C DD 25.09.2012,,,
55359,EVERMAIR PROJECTS LP,GB,METASTAR INVEST LLP,GB,02/07/2013,1307025076743952 PAYMENT FOR ELECTRO DEVICE BY CNTR 76 D D 01.03.2013,,,
55355,TOO ARMAS GROUP,KZ,LCM ALLIANCE LLP,GB,03/04/2013,1304035104123320 PAYMENT FOR GOODS UNDER CONTRACT NO.10/ 10-12 DD 10 OCTOBER 2012,,,
55331,LCM ALLIANCE LLP,GB,INN5834000617,RU,12/04/2013,1304125025709856 (VO10100) INVOICE NO 87 DD 10.04.20 13 BEZ NDS,,,
55284,HILUX SERVICES LP,GB,FABERLEX LP,GB,21/10/2014,GROUP PAYMENT,,,
55175,HILUX SERVICES LP,GB,BRUNELLO CUCINELLI SPA,IT,16/04/2014,1404165035541601 INVOICE N.ZAMIN/140217-1GFL DD.16.0 4.2 014 FOR WEARS,,,
55133,HILUX SERVICES LP,GB,GS GLOBAL CORP.,US,17/01/2014,1401175022108652 PAYMENT TO THE CONTRACT N 12/7 DD 0 1.1 2.2013,,,
55119,LCM ALLIANCE LLP,GB,CMGRP UK LIMITED,GB,26/02/2013,1302265026770805 INVOICE NO 9010558288 DD 05.11.2012,,,
55112,IMEX MOTORS LLC,AE,METASTAR INVEST LLP,GB,20/08/2013,"1308205106604204 /FEE/EUR19,5 /FEE/EUR91,56",,,
55100,LCM ALLIANCE LLP,GB,INFOCREST LLP,GB,04/03/2013,1303045073905500 INVOICE.No 0125 DD 12.02.2013,,,
55086,HILUX SERVICES LP,GB,LATFORM INDUSTRIES LLP,GB,02/07/2014,1407025032326664 PAYMENT TO THE CONTRACT N.936551 DD.28. 11.2013,,,
55080,HILUX SERVICES LP,GB,GAPI GLOBAL MEAT INC.,US,13/02/2014,1402135024428520 PAYMENT TO THE INVOICE N.410 DD.11. 02. 2014 FOR MEAT PRODUCTS,,,
55032,METASTAR INVEST LLP,GB,KONEX-TIVA LTD,BG,24/09/2012,1209245028381120 INVOICE 665 DD 05.09.2012,,,
55023,HILUX SERVICES LP,GB,BRUNELLO CUCINELLI SPA,IT,08/01/2014,1401085037632140 PAYMENT TO THE INVOICE N.ZB131118-1 GFL DD. 07.01.2014 FOR WEARS,,,
55023,HILUX SERVICES LP,GB,STM SU ARITMA SISTEMLERI MEDIKAL,TR,16/01/2014,1401165023858854 PAYMENT TO THE INVOICE N.9321 DD. 1 5.0 1.2014,,,
55023,HILUX SERVICES LP,GB,MITREV KALIN,CH,27/01/2014,1401275038214243 PAYMENT TO THE CONTRACT N CHL/01-07 201 3 FOR SUPERVISION SERVICES.,,,
55000,METASTAR INVEST LLP,GB,CST KIMYA SANAYI VE TICARET AS,TR,16/07/2012,1207165020742469 INVOICE 743 DD 10.06.2012,,,
55000,METASTAR INVEST LLP,GB,LOTA SALES LLP,GB,05/09/2012,1209055020143813 DOGOVOR ZAYMA,,,
55000,METASTAR INVEST LLP,GB,IMEX MOTORS L.L.C.,AE,06/11/2012,1211065023855959 INVOICE 34287 DD 22.07.2012,,,
55000,METASTAR INVEST LLP,GB,WILLROCK UNITED LLP,GB,15/11/2012,1211155020276624 INVOICE 046 DD 17.07.2012,,,
55000,METASTAR INVEST LLP,GB,CARESTREAM HEALTH SA,CH,27/02/2013,1302275026815023 INVOICE 9000821377 DD 11.02.2013 CU STO MER N 394881,,,
55000,LCM ALLIANCE LLP,GB,CIELO,UNKNOWN,27/03/2013,1303275024089993 INVOICE NO 869 DD 14.02.2013,,,
55000,LOTA SALES LLP,GB,METASTAR INVEST LLP,GB,18/04/2013,1304185070494547 DOGOVOR ZAYMA,,,
55000,DELFRONT IMPORT LLP,GB,LCM ALLIANCE LLP,GB,30/04/2013,1304305076927610 INVOICE.No 0201 DD 16.01.2013,,,
55000,LCM ALLIANCE LLP,GB,MAMEDOVS COMPANY LTS,AZ,29/05/2013,1305295036097128 INV NO 037 DD 02.04.2013 (FOR METAL ROO F),,,
55000,MOLONEY TRADE LLP,GB,METASTAR INVEST LLP,GB,19/06/2013,1306195072924659 INVOICE DD 19.06.2013,,,
55000,GREENOUGH TRADE LLP,GB,METASTAR INVEST LLP,GB,22/07/2013,1307225078198854 for GOODS,,,
55000,METASTAR INVEST LLP,GB,"JIANGSU UNBEATABLE RADIATOR CO.,LTD",CN,02/09/2013,1309025020568474 CONTRACT N00281 DD 02.06.2013 FOR R ADI ATORS,,,
55000,POLUX MANAGEMENT LP,GB,"ZHEJIANG HAIZHU PIPE CO.,LTD",CN,19/11/2013,1311195027961774 PAYMENT TO THE CONTRACT N 32 DD.12. 10. 2013 FOR PIPE.,,,
55000,POLUX MANAGEMENT LP,GB,EKOM ECZACIBASI DIS TICARET A.S.,TR,21/11/2013,1311215022824610 PAYMENT TO THE CONTRACT N 301 DD.11 .10 .2013 FOR EQUIPMENT.,,,
55000,HILUX SERVICES LP,GB,HONGKONG OCEAN IMPORT AND EXPORT CO,HK,02/12/2013,1312025020857759 PAYMENT TO THE CONTRACT N 082 DD.01 .11 .2013 FOR TRANSPORTATION,,,
55000,HILUX SERVICES LP,GB,TOO NUR KAS LTD,KZ,21/01/2014,1401215023928489 PAYMENT TO THE CONTRACT N 28-08-201 3 D D.28.08.2013,,,
55000,HILUX SERVICES LP,GB,"IACS CO., LIMITED",HK,12/05/2014,1405125022991930 PAYMENT TO THE INVOICE N. 54545 DD. 12. 05.2014,,,
55000,HILUX SERVICES LP,GB,TURSAN SERAMIK SAN VE TIC LTD STI,TR,11/06/2014,1406115024124832 PAYMENT TO THE CONTRACT 984 DD.06.1 2.2 013,,,
55000,HILUX SERVICES LP,GB,CHANGXING SHENGYAN IMPORT + EXPORT,CN,22/07/2014,1407225021881821 PAYMENT TO THE CONTRACT N 42 DD.22. 09. 2013 FOR CONSTRUCTION MATERIALS.,,,
55000,HILUX SERVICES LP,GB,"AUTO PARTS CO.,LTD",US,06/08/2014,1408065026553924 PAYMENT TO THE CONTRACT N. 6587 DD. 05. 11.2013,,,
55000,HILUX SERVICES LP,GB,"HANGZHOU KANG AO TECHNOLOGY CO.,LTD",CN,12/11/2014,1411125022161490 PAYMENT TO THE INVOICE N.4527 DD.10.11. 2014,,,
55000,HILUX SERVICES LP,GB,TURSAN SERAMIK SAN VE TIC LTD STI,TR,05/12/2014,1412055024403530 PAYMENT TO THE CONTRACT 984 DD.06.1 2.2 013 FOR CERAMIC TILES,,,
54916,EVERMAIR PROJECTS LP,GB,METASTAR INVEST LLP,GB,21/03/2013,1303215078097463 PAYMENT FOR ELECTRO DEVICE BY CNTR 76 D D 01.03.2013,,,
54840,HILUX SERVICES LP,GB,EASY INTERNATIONAL,CN,14/01/2014,1401145025629216 PAYMENT TO THE CONTRACT 6587 DD 15. 07. 2013,,,
54813,HILUX SERVICES LP,GB,FABERLEX LP,GB,10/09/2014,PAYMENT TO THE CONTRACT N 5 DD.02.12.2013,,,
54811,POLUX MANAGEMENT LP,GB,"WENLING FUXIN FURNITURE CO.,LTD",CN,13/08/2013,1308135022949237 PAYMENT TO THE CONTRACT N 00294 DD. 29. 05.2013 FOR FURNITURE.,,,
54792,LCM ALLIANCE LLP,GB,CI ZETA GIOIELLI,IT,04/06/2013,1306045034205264 INV No 038 DD 08.05.2013,,,
54703,LCM ALLIANCE LLP,GB,DIAMINOR GIOIELLI S.R.L.,IT,06/05/2013,1305065036481420 INVOICE NO 7202 DD 25.04.2013,,,
54650,HILUX SERVICES LP,GB,JIANGSU UNBEATABLE RADIATOR CO.,CN,29/01/2014,1401295021222089 PAYMENT TO THE INVOICE N.00281/41 DD. 2 9.01.2014 FOR RADIATORS.,,,
54632,HILUX SERVICES LP,GB,GROHE AG,DE,18/12/2014,1412185036539649 PAYMENT TO THE INVOICE N.71/18 DD.18.12 .2014 FOR SANITARY WARE,,,
54624,HILUX SERVICES LP,GB,BASF SE,DE,25/04/2014,1404255030859543 PAYMENT TO THE INVOICE N 6714 DD.25.04. 2014 FOR CHEMICAL GOODS.,,,
54560,HILUX SERVICES LP,GB,SULZER POMPA COZUMLERI LTD.STI.,TR,07/06/2013,1306075025895402 PAYMENT TO THE CONTRACT N 01 DD 05. 06. 2013 FOR WATER PIPES.,,,
54519,HILUX SERVICES LP,GB,SILVER LINE TRADING,AE,29/10/2013,1310295025959595 PAYMENT TO THE CONTRACT N 504 DD.11.09. 2013,,,
54512,HILUX SERVICES LP,GB,SOCIETA ITALIA S.R.L,IT,10/06/2014,1406105034872062 PAYMENT TO THE CONTRACT N.ZB 130712 2GF L DD. 05.11.2013 INVOICE N. ZAM IN 140121-01 LC FOR WEAR S,,,
54512,HILUX SERVICES LP,GB,BRUNELLO CUCINELLI SPA,IT,20/06/2014,1406205031515295 INVOICE N.ZAMIN140217-1GFL DD.20.06 .20 14 FOR WEARS,,,
54500,HILUX SERVICES LP,GB,HANGZHOU WANLUN IMPORT AND EXPORT C,CN,19/11/2013,1311195026261838 PAYMENT TO THE CONTRACT N 10 DD.11. 09. 2013 FOR CONSTRUCTION MATERIALS.,,,
54489,HILUX SERVICES LP,GB,"FOSHAN SKY STONE IMP.EXP.CO.,LTD",HK,29/08/2014,1408295026952191 PAYMENT TO THE INVOICE N.88 DD. 29. 08. 2014,,,
